utc_timestamp;BE_load_actual_entsoe_transparency
2018-02-15T17:00:00Z;124.910.000
2018-02-15T18:00:00Z;123.970.000
2018-02-15T19:00:00Z;117.730.000
2018-02-15T20:00:00Z;112.030.000
2018-02-15T21:00:00Z;112.480.000
2018-02-15T22:00:00Z;112.390.000
2018-02-15T23:00:00Z;105.710.000
2018-02-16T00:00:00Z;101.690.000
2018-02-16T01:00:00Z;98.380.000
2018-02-16T02:00:00Z;97.040.000
2018-02-16T03:00:00Z;97.370.000
2018-02-16T04:00:00Z;101.150.000
2018-02-16T05:00:00Z;111.260.000
2018-02-16T06:00:00Z;119.210.000
2018-02-16T07:00:00Z;121.170.000
2018-02-16T08:00:00Z;122.290.000
2018-02-16T09:00:00Z;122.020.000
2018-02-16T10:00:00Z;121.230.000
2018-02-16T11:00:00Z;119.020.000
2018-02-16T12:00:00Z;116.730.000
2018-02-16T13:00:00Z;113.930.000
2018-02-16T14:00:00Z;113.580.000
2018-02-16T15:00:00Z;113.080.000
2018-02-16T16:00:00Z;115.700.000
2018-02-16T17:00:00Z;122.760.000
2018-02-16T18:00:00Z;120.600.000
2018-02-16T19:00:00Z;116.590.000
2018-02-16T20:00:00Z;110.480.000
2018-02-16T21:00:00Z;112.340.000
2018-02-16T22:00:00Z;112.250.000
2018-02-16T23:00:00Z;107.210.000
2018-02-17T00:00:00Z;102.240.000
2018-02-17T01:00:00Z;98.260.000
2018-02-17T02:00:00Z;94.200.000
2018-02-17T03:00:00Z;92.910.000
2018-02-17T04:00:00Z;92.410.000
2018-02-17T05:00:00Z;95.490.000
2018-02-17T06:00:00Z;97.960.000
2018-02-17T07:00:00Z;102.250.000
2018-02-17T08:00:00Z;108.550.000
2018-02-17T09:00:00Z;110.180.000
2018-02-17T10:00:00Z;110.740.000
2018-02-17T11:00:00Z;109.640.000
2018-02-17T12:00:00Z;105.900.000
2018-02-17T13:00:00Z;101.620.000
2018-02-17T14:00:00Z;100.670.000
2018-02-17T15:00:00Z;100.620.000
2018-02-17T16:00:00Z;104.210.000
2018-02-17T17:00:00Z;112.710.000
2018-02-17T18:00:00Z;112.600.000
2018-02-17T19:00:00Z;108.760.000
2018-02-17T20:00:00Z;104.200.000
2018-02-17T21:00:00Z;105.920.000
2018-02-17T22:00:00Z;106.690.000
2018-02-17T23:00:00Z;102.550.000
2018-02-18T00:00:00Z;98.420.000
2018-02-18T01:00:00Z;93.850.000
2018-02-18T02:00:00Z;91.550.000
2018-02-18T03:00:00Z;90.500.000
2018-02-18T04:00:00Z;91.210.000
2018-02-18T05:00:00Z;92.790.000
2018-02-18T06:00:00Z;92.180.000
2018-02-18T07:00:00Z;96.050.000
2018-02-18T08:00:00Z;99.950.000
2018-02-18T09:00:00Z;101.930.000
2018-02-18T10:00:00Z;103.730.000
2018-02-18T11:00:00Z;102.330.000
2018-02-18T12:00:00Z;98.350.000
2018-02-18T13:00:00Z;95.890.000
2018-02-18T14:00:00Z;95.410.000
2018-02-18T15:00:00Z;95.480.000
2018-02-18T16:00:00Z;99.810.000
2018-02-18T17:00:00Z;110.190.000
2018-02-18T18:00:00Z;112.320.000
2018-02-18T19:00:00Z;108.600.000
2018-02-18T20:00:00Z;103.940.000
2018-02-18T21:00:00Z;104.340.000
2018-02-18T22:00:00Z;103.250.000
2018-02-18T23:00:00Z;97.640.000
2018-02-19T00:00:00Z;94.130.000
2018-02-19T01:00:00Z;91.080.000
2018-02-19T02:00:00Z;90.290.000
2018-02-19T03:00:00Z;91.710.000
2018-02-19T04:00:00Z;96.980.000
2018-02-19T05:00:00Z;109.990.000
2018-02-19T06:00:00Z;119.360.000
2018-02-19T07:00:00Z;121.440.000
2018-02-19T08:00:00Z;124.870.000
2018-02-19T09:00:00Z;125.220.000
2018-02-19T10:00:00Z;126.530.000
2018-02-19T11:00:00Z;124.140.000
2018-02-19T12:00:00Z;123.900.000
2018-02-19T13:00:00Z;122.920.000
2018-02-19T14:00:00Z;121.700.000
2018-02-19T15:00:00Z;121.060.000
2018-02-19T16:00:00Z;122.710.000
2018-02-19T17:00:00Z;127.820.000
2018-02-19T18:00:00Z;125.500.000
2018-02-19T19:00:00Z;119.050.000
2018-02-19T20:00:00Z;112.990.000
2018-02-19T21:00:00Z;113.150.000
2018-02-19T22:00:00Z;111.690.000
2018-02-19T23:00:00Z;108.020.000
2018-02-20T00:00:00Z;104.190.000
2018-02-20T01:00:00Z;101.280.000
2018-02-20T02:00:00Z;99.060.000
2018-02-20T03:00:00Z;98.960.000
2018-02-20T04:00:00Z;102.620.000
2018-02-20T05:00:00Z;114.410.000
2018-02-20T06:00:00Z;122.940.000
2018-02-20T07:00:00Z;124.550.000
2018-02-20T08:00:00Z;125.260.000
2018-02-20T09:00:00Z;125.270.000
2018-02-20T10:00:00Z;125.530.000
2018-02-20T11:00:00Z;122.030.000
2018-02-20T12:00:00Z;122.400.000
2018-02-20T13:00:00Z;121.370.000
2018-02-20T14:00:00Z;121.110.000
2018-02-20T15:00:00Z;120.750.000
2018-02-20T16:00:00Z;122.020.000
2018-02-20T17:00:00Z;126.580.000
2018-02-20T18:00:00Z;123.620.000
2018-02-20T19:00:00Z;117.470.000
2018-02-20T20:00:00Z;111.810.000
2018-02-20T21:00:00Z;112.890.000
2018-02-20T22:00:00Z;112.290.000
2018-02-20T23:00:00Z;106.620.000
2018-02-21T00:00:00Z;103.570.000
2018-02-21T01:00:00Z;100.810.000
2018-02-21T02:00:00Z;98.060.000
2018-02-21T03:00:00Z;97.560.000
2018-02-21T04:00:00Z;101.910.000
2018-02-21T05:00:00Z;113.870.000
2018-02-21T06:00:00Z;122.810.000
2018-02-21T07:00:00Z;123.540.000
2018-02-21T08:00:00Z;125.700.000
2018-02-21T09:00:00Z;125.250.000
2018-02-21T10:00:00Z;124.440.000
2018-02-21T11:00:00Z;120.600.000
2018-02-21T12:00:00Z;119.070.000
2018-02-21T13:00:00Z;117.830.000
2018-02-21T14:00:00Z;118.150.000
2018-02-21T15:00:00Z;115.910.000
2018-02-21T16:00:00Z;117.670.000
2018-02-21T17:00:00Z;124.170.000
2018-02-21T18:00:00Z;124.320.000
2018-02-21T19:00:00Z;118.520.000
2018-02-21T20:00:00Z;113.280.000
2018-02-21T21:00:00Z;113.560.000
2018-02-21T22:00:00Z;112.530.000
2018-02-21T23:00:00Z;107.570.000
2018-02-22T00:00:00Z;104.080.000
2018-02-22T01:00:00Z;101.890.000
2018-02-22T02:00:00Z;99.200.000
2018-02-22T03:00:00Z;99.780.000
2018-02-22T04:00:00Z;103.610.000
2018-02-22T05:00:00Z;114.470.000
2018-02-22T06:00:00Z;123.730.000
2018-02-22T07:00:00Z;124.540.000
2018-02-22T08:00:00Z;124.830.000
2018-02-22T09:00:00Z;122.900.000
2018-02-22T10:00:00Z;121.800.000
2018-02-22T11:00:00Z;117.240.000
2018-02-22T12:00:00Z;116.390.000
2018-02-22T13:00:00Z;115.860.000
2018-02-22T14:00:00Z;114.210.000
2018-02-22T15:00:00Z;113.860.000
2018-02-22T16:00:00Z;115.320.000
2018-02-22T17:00:00Z;121.810.000
2018-02-22T18:00:00Z;122.030.000
2018-02-22T19:00:00Z;116.920.000
2018-02-22T20:00:00Z;111.380.000
2018-02-22T21:00:00Z;113.160.000
2018-02-22T22:00:00Z;112.900.000
2018-02-22T23:00:00Z;107.680.000
2018-02-23T00:00:00Z;104.900.000
2018-02-23T01:00:00Z;101.260.000
2018-02-23T02:00:00Z;98.550.000
2018-02-23T03:00:00Z;99.130.000
2018-02-23T04:00:00Z;103.670.000
2018-02-23T05:00:00Z;116.140.000
2018-02-23T06:00:00Z;123.740.000
2018-02-23T07:00:00Z;124.360.000
2018-02-23T08:00:00Z;124.700.000
2018-02-23T09:00:00Z;121.370.000
2018-02-23T10:00:00Z;120.610.000
2018-02-23T11:00:00Z;117.870.000
2018-02-23T12:00:00Z;117.560.000
2018-02-23T13:00:00Z;114.810.000
2018-02-23T14:00:00Z;113.670.000
2018-02-23T15:00:00Z;112.770.000
2018-02-23T16:00:00Z;115.050.000
2018-02-23T17:00:00Z;120.490.000
2018-02-23T18:00:00Z;121.220.000
2018-02-23T19:00:00Z;117.050.000
2018-02-23T20:00:00Z;111.600.000
2018-02-23T21:00:00Z;112.710.000
2018-02-23T22:00:00Z;113.510.000
2018-02-23T23:00:00Z;109.040.000
2018-02-24T00:00:00Z;104.830.000
2018-02-24T01:00:00Z;100.620.000
2018-02-24T02:00:00Z;96.640.000
2018-02-24T03:00:00Z;94.720.000
2018-02-24T04:00:00Z;95.510.000
2018-02-24T05:00:00Z;98.490.000
2018-02-24T06:00:00Z;99.810.000
2018-02-24T07:00:00Z;104.090.000
2018-02-24T08:00:00Z;108.560.000
2018-02-24T09:00:00Z;110.330.000
2018-02-24T10:00:00Z;109.290.000
2018-02-24T11:00:00Z;107.270.000
2018-02-24T12:00:00Z;104.490.000
2018-02-24T13:00:00Z;102.090.000
2018-02-24T14:00:00Z;101.920.000
2018-02-24T15:00:00Z;102.230.000
2018-02-24T16:00:00Z;104.640.000
2018-02-24T17:00:00Z;112.010.000
2018-02-24T18:00:00Z;112.790.000
2018-02-24T19:00:00Z;108.230.000
2018-02-24T20:00:00Z;104.650.000
2018-02-24T21:00:00Z;104.950.000
2018-02-24T22:00:00Z;105.620.000
2018-02-24T23:00:00Z;102.110.000
2018-02-25T00:00:00Z;99.250.000
2018-02-25T01:00:00Z;94.170.000
2018-02-25T02:00:00Z;91.920.000
2018-02-25T03:00:00Z;91.330.000
2018-02-25T04:00:00Z;90.620.000
2018-02-25T05:00:00Z;91.910.000
2018-02-25T06:00:00Z;91.880.000
2018-02-25T07:00:00Z;95.980.000
2018-02-25T08:00:00Z;100.220.000
2018-02-25T09:00:00Z;103.460.000
2018-02-25T10:00:00Z;104.780.000
2018-02-25T11:00:00Z;104.980.000
2018-02-25T12:00:00Z;102.280.000
2018-02-25T13:00:00Z;98.550.000
2018-02-25T14:00:00Z;97.110.000
2018-02-25T15:00:00Z;96.450.000
2018-02-25T16:00:00Z;101.770.000
2018-02-25T17:00:00Z;110.420.000
2018-02-25T18:00:00Z;114.770.000
2018-02-25T19:00:00Z;110.870.000
2018-02-25T20:00:00Z;105.790.000
2018-02-25T21:00:00Z;105.960.000
2018-02-25T22:00:00Z;106.600.000
2018-02-25T23:00:00Z;102.860.000
2018-02-26T00:00:00Z;100.320.000
2018-02-26T01:00:00Z;97.740.000
2018-02-26T02:00:00Z;95.970.000
2018-02-26T03:00:00Z;97.690.000
2018-02-26T04:00:00Z;102.840.000
2018-02-26T05:00:00Z;115.210.000
2018-02-26T06:00:00Z;123.500.000
2018-02-26T07:00:00Z;124.320.000
2018-02-26T08:00:00Z;125.830.000
2018-02-26T09:00:00Z;127.250.000
2018-02-26T10:00:00Z;127.830.000
2018-02-26T11:00:00Z;124.250.000
2018-02-26T12:00:00Z;122.660.000
2018-02-26T13:00:00Z;122.250.000
2018-02-26T14:00:00Z;121.950.000
2018-02-26T15:00:00Z;121.720.000
2018-02-26T16:00:00Z;123.470.000
2018-02-26T17:00:00Z;129.110.000
2018-02-26T18:00:00Z;130.170.000
2018-02-26T19:00:00Z;124.070.000
2018-02-26T20:00:00Z;117.540.000
2018-02-26T21:00:00Z;118.520.000
2018-02-26T22:00:00Z;118.610.000
2018-02-26T23:00:00Z;114.080.000
2018-02-27T00:00:00Z;110.340.000
2018-02-27T01:00:00Z;106.710.000
2018-02-27T02:00:00Z;103.170.000
2018-02-27T03:00:00Z;103.020.000
2018-02-27T04:00:00Z;107.470.000
2018-02-27T05:00:00Z;117.600.000
2018-02-27T06:00:00Z;124.250.000
2018-02-27T07:00:00Z;125.890.000
2018-02-27T08:00:00Z;126.320.000
2018-02-27T09:00:00Z;125.590.000
2018-02-27T10:00:00Z;125.670.000
2018-02-27T11:00:00Z;121.640.000
2018-02-27T12:00:00Z;121.930.000
2018-02-27T13:00:00Z;119.090.000
2018-02-27T14:00:00Z;120.030.000
2018-02-27T15:00:00Z;119.630.000
2018-02-27T16:00:00Z;122.930.000
2018-02-27T17:00:00Z;128.790.000
2018-02-27T18:00:00Z;130.700.000
2018-02-27T19:00:00Z;125.270.000
2018-02-27T20:00:00Z;119.520.000
2018-02-27T21:00:00Z;120.160.000
2018-02-27T22:00:00Z;118.100.000
2018-02-27T23:00:00Z;115.030.000
2018-02-28T00:00:00Z;110.730.000
2018-02-28T01:00:00Z;108.720.000
2018-02-28T02:00:00Z;106.420.000
2018-02-28T03:00:00Z;105.590.000
2018-02-28T04:00:00Z;109.130.000
2018-02-28T05:00:00Z;119.710.000
2018-02-28T06:00:00Z;124.740.000
2018-02-28T07:00:00Z;125.910.000
2018-02-28T08:00:00Z;128.030.000
2018-02-28T09:00:00Z;127.380.000
2018-02-28T10:00:00Z;127.880.000
2018-02-28T11:00:00Z;124.930.000
2018-02-28T12:00:00Z;122.670.000
2018-02-28T13:00:00Z;120.850.000
2018-02-28T14:00:00Z;121.170.000
2018-02-28T15:00:00Z;120.340.000
2018-02-28T16:00:00Z;122.490.000
2018-02-28T17:00:00Z;128.590.000
2018-02-28T18:00:00Z;129.390.000
2018-02-28T19:00:00Z;123.240.000
2018-02-28T20:00:00Z;116.760.000
2018-02-28T21:00:00Z;118.170.000
2018-02-28T22:00:00Z;118.150.000
2018-02-28T23:00:00Z;114.910.000
2018-03-01T00:00:00Z;110.500.000
2018-03-01T01:00:00Z;107.070.000
2018-03-01T02:00:00Z;103.620.000
2018-03-01T03:00:00Z;103.530.000
2018-03-01T04:00:00Z;107.360.000
2018-03-01T05:00:00Z;117.410.000
2018-03-01T06:00:00Z;124.630.000
2018-03-01T07:00:00Z;127.300.000
2018-03-01T08:00:00Z;129.560.000
2018-03-01T09:00:00Z;130.720.000
2018-03-01T10:00:00Z;130.780.000
2018-03-01T11:00:00Z;126.260.000
2018-03-01T12:00:00Z;126.440.000
2018-03-01T13:00:00Z;123.050.000
2018-03-01T14:00:00Z;122.840.000
2018-03-01T15:00:00Z;122.320.000
2018-03-01T16:00:00Z;123.800.000
2018-03-01T17:00:00Z;128.220.000
2018-03-01T18:00:00Z;128.220.000
2018-03-01T19:00:00Z;122.930.000
2018-03-01T20:00:00Z;117.410.000
2018-03-01T21:00:00Z;118.110.000
2018-03-01T22:00:00Z;118.170.000
2018-03-01T23:00:00Z;113.980.000
2018-03-02T00:00:00Z;110.000.000
2018-03-02T01:00:00Z;106.090.000
2018-03-02T02:00:00Z;102.810.000
2018-03-02T03:00:00Z;103.250.000
2018-03-02T04:00:00Z;106.780.000
2018-03-02T05:00:00Z;115.860.000
2018-03-02T06:00:00Z;123.020.000
2018-03-02T07:00:00Z;126.520.000
2018-03-02T08:00:00Z;131.160.000
2018-03-02T09:00:00Z;131.530.000
2018-03-02T10:00:00Z;132.100.000
2018-03-02T11:00:00Z;131.580.000
2018-03-02T12:00:00Z;132.310.000
2018-03-02T13:00:00Z;130.890.000
2018-03-02T14:00:00Z;129.870.000
2018-03-02T15:00:00Z;128.100.000
2018-03-02T16:00:00Z;127.620.000
2018-03-02T17:00:00Z;130.270.000
2018-03-02T18:00:00Z;129.130.000
2018-03-02T19:00:00Z;123.180.000
2018-03-02T20:00:00Z;116.760.000
2018-03-02T21:00:00Z;118.720.000
2018-03-02T22:00:00Z;119.660.000
2018-03-02T23:00:00Z;115.650.000
2018-03-03T00:00:00Z;111.140.000
2018-03-03T01:00:00Z;106.310.000
2018-03-03T02:00:00Z;104.250.000
2018-03-03T03:00:00Z;102.100.000
2018-03-03T04:00:00Z;100.770.000
2018-03-03T05:00:00Z;103.660.000
2018-03-03T06:00:00Z;104.390.000
2018-03-03T07:00:00Z;109.960.000
2018-03-03T08:00:00Z;114.990.000
2018-03-03T09:00:00Z;116.660.000
2018-03-03T10:00:00Z;115.520.000
2018-03-03T11:00:00Z;113.920.000
2018-03-03T12:00:00Z;110.680.000
2018-03-03T13:00:00Z;108.270.000
2018-03-03T14:00:00Z;106.890.000
2018-03-03T15:00:00Z;107.480.000
2018-03-03T16:00:00Z;110.060.000
2018-03-03T17:00:00Z;114.120.000
2018-03-03T18:00:00Z;115.110.000
2018-03-03T19:00:00Z;110.690.000
2018-03-03T20:00:00Z;106.150.000
2018-03-03T21:00:00Z;107.330.000
2018-03-03T22:00:00Z;107.430.000
2018-03-03T23:00:00Z;102.460.000
2018-03-04T00:00:00Z;98.420.000
2018-03-04T01:00:00Z;94.070.000
2018-03-04T02:00:00Z;91.640.000
2018-03-04T03:00:00Z;90.990.000
2018-03-04T04:00:00Z;91.960.000
2018-03-04T05:00:00Z;93.930.000
2018-03-04T06:00:00Z;92.080.000
2018-03-04T07:00:00Z;96.360.000
2018-03-04T08:00:00Z;101.440.000
2018-03-04T09:00:00Z;103.020.000
2018-03-04T10:00:00Z;104.480.000
2018-03-04T11:00:00Z;106.030.000
2018-03-04T12:00:00Z;103.960.000
2018-03-04T13:00:00Z;100.390.000
2018-03-04T14:00:00Z;100.930.000
2018-03-04T15:00:00Z;99.500.000
2018-03-04T16:00:00Z;101.430.000
2018-03-04T17:00:00Z;108.660.000
2018-03-04T18:00:00Z;110.180.000
2018-03-04T19:00:00Z;105.350.000
2018-03-04T20:00:00Z;100.360.000
2018-03-04T21:00:00Z;101.000.000
2018-03-04T22:00:00Z;100.240.000
2018-03-04T23:00:00Z;96.030.000
2018-03-05T00:00:00Z;92.880.000
2018-03-05T01:00:00Z;90.580.000
2018-03-05T02:00:00Z;88.290.000
2018-03-05T03:00:00Z;90.130.000
2018-03-05T04:00:00Z;95.370.000
2018-03-05T05:00:00Z;108.430.000
2018-03-05T06:00:00Z;116.330.000
2018-03-05T07:00:00Z;118.830.000
2018-03-05T08:00:00Z;122.180.000
2018-03-05T09:00:00Z;121.650.000
2018-03-05T10:00:00Z;120.740.000
2018-03-05T11:00:00Z;117.590.000
2018-03-05T12:00:00Z;117.540.000
2018-03-05T13:00:00Z;115.830.000
2018-03-05T14:00:00Z;116.030.000
2018-03-05T15:00:00Z;115.430.000
2018-03-05T16:00:00Z;116.190.000
2018-03-05T17:00:00Z;120.090.000
2018-03-05T18:00:00Z;120.680.000
2018-03-05T19:00:00Z;115.840.000
2018-03-05T20:00:00Z;109.000.000
2018-03-05T21:00:00Z;108.160.000
2018-03-05T22:00:00Z;106.690.000
2018-03-05T23:00:00Z;101.910.000
2018-03-06T00:00:00Z;97.910.000
2018-03-06T01:00:00Z;94.560.000
2018-03-06T02:00:00Z;92.310.000
2018-03-06T03:00:00Z;92.750.000
2018-03-06T04:00:00Z;98.700.000
2018-03-06T05:00:00Z;110.030.000
2018-03-06T06:00:00Z;116.910.000
2018-03-06T07:00:00Z;119.630.000
2018-03-06T08:00:00Z;121.000.000
2018-03-06T09:00:00Z;119.230.000
2018-03-06T10:00:00Z;119.150.000
2018-03-06T11:00:00Z;116.580.000
2018-03-06T12:00:00Z;116.940.000
2018-03-06T13:00:00Z;116.520.000
2018-03-06T14:00:00Z;116.960.000
2018-03-06T15:00:00Z;117.380.000
2018-03-06T16:00:00Z;117.750.000
2018-03-06T17:00:00Z;121.470.000
2018-03-06T18:00:00Z;123.240.000
2018-03-06T19:00:00Z;117.190.000
2018-03-06T20:00:00Z;112.510.000
2018-03-06T21:00:00Z;112.120.000
2018-03-06T22:00:00Z;110.830.000
2018-03-06T23:00:00Z;103.030.000
2018-03-07T00:00:00Z;100.040.000
2018-03-07T01:00:00Z;96.070.000
2018-03-07T02:00:00Z;93.930.000
2018-03-07T03:00:00Z;94.520.000
2018-03-07T04:00:00Z;99.770.000
2018-03-07T05:00:00Z;111.430.000
2018-03-07T06:00:00Z;118.360.000
2018-03-07T07:00:00Z;120.880.000
2018-03-07T08:00:00Z;122.950.000
2018-03-07T09:00:00Z;122.440.000
2018-03-07T10:00:00Z;126.430.000
2018-03-07T11:00:00Z;123.450.000
2018-03-07T12:00:00Z;123.020.000
2018-03-07T13:00:00Z;121.570.000
2018-03-07T14:00:00Z;119.880.000
2018-03-07T15:00:00Z;117.870.000
2018-03-07T16:00:00Z;118.500.000
2018-03-07T17:00:00Z;120.750.000
2018-03-07T18:00:00Z;119.980.000
2018-03-07T19:00:00Z;115.240.000
2018-03-07T20:00:00Z;109.170.000
2018-03-07T21:00:00Z;109.770.000
2018-03-07T22:00:00Z;109.630.000
2018-03-07T23:00:00Z;102.200.000
2018-03-08T00:00:00Z;98.730.000
2018-03-08T01:00:00Z;95.470.000
2018-03-08T02:00:00Z;92.670.000
2018-03-08T03:00:00Z;94.400.000
2018-03-08T04:00:00Z;98.110.000
2018-03-08T05:00:00Z;109.070.000
2018-03-08T06:00:00Z;115.650.000
2018-03-08T07:00:00Z;118.290.000
2018-03-08T08:00:00Z;120.340.000
2018-03-08T09:00:00Z;120.710.000
2018-03-08T10:00:00Z;123.670.000
2018-03-08T11:00:00Z;121.400.000
2018-03-08T12:00:00Z;122.000.000
2018-03-08T13:00:00Z;118.960.000
2018-03-08T14:00:00Z;116.680.000
2018-03-08T15:00:00Z;113.860.000
2018-03-08T16:00:00Z;113.750.000
2018-03-08T17:00:00Z;117.580.000
2018-03-08T18:00:00Z;120.860.000
2018-03-08T19:00:00Z;113.300.000
2018-03-08T20:00:00Z;107.840.000
2018-03-08T21:00:00Z;108.650.000
2018-03-08T22:00:00Z;107.730.000
2018-03-08T23:00:00Z;102.330.000
2018-03-09T00:00:00Z;98.040.000
2018-03-09T01:00:00Z;95.320.000
2018-03-09T02:00:00Z;93.430.000
2018-03-09T03:00:00Z;96.080.000
2018-03-09T04:00:00Z;100.630.000
2018-03-09T05:00:00Z;111.570.000
2018-03-09T06:00:00Z;118.570.000
2018-03-09T07:00:00Z;120.540.000
2018-03-09T08:00:00Z;122.600.000
2018-03-09T09:00:00Z;123.860.000
2018-03-09T10:00:00Z;123.360.000
2018-03-09T11:00:00Z;120.360.000
2018-03-09T12:00:00Z;119.330.000
2018-03-09T13:00:00Z;117.110.000
2018-03-09T14:00:00Z;115.290.000
2018-03-09T15:00:00Z;114.240.000
2018-03-09T16:00:00Z;114.480.000
2018-03-09T17:00:00Z;116.830.000
2018-03-09T18:00:00Z;115.720.000
2018-03-09T19:00:00Z;111.390.000
2018-03-09T20:00:00Z;106.930.000
2018-03-09T21:00:00Z;105.840.000
2018-03-09T22:00:00Z;104.950.000
2018-03-09T23:00:00Z;98.440.000
2018-03-10T00:00:00Z;91.750.000
2018-03-10T01:00:00Z;87.530.000
2018-03-10T02:00:00Z;84.750.000
2018-03-10T03:00:00Z;83.700.000
2018-03-10T04:00:00Z;84.570.000
2018-03-10T05:00:00Z;87.530.000
2018-03-10T06:00:00Z;90.480.000
2018-03-10T07:00:00Z;95.220.000
2018-03-10T08:00:00Z;100.120.000
2018-03-10T09:00:00Z;101.830.000
2018-03-10T10:00:00Z;104.010.000
2018-03-10T11:00:00Z;104.690.000
2018-03-10T12:00:00Z;102.040.000
2018-03-10T13:00:00Z;100.070.000
2018-03-10T14:00:00Z;100.430.000
2018-03-10T15:00:00Z;100.180.000
2018-03-10T16:00:00Z;101.910.000
2018-03-10T17:00:00Z;104.290.000
2018-03-10T18:00:00Z;105.540.000
2018-03-10T19:00:00Z;99.450.000
2018-03-10T20:00:00Z;94.540.000
2018-03-10T21:00:00Z;94.860.000
2018-03-10T22:00:00Z;95.930.000
2018-03-10T23:00:00Z;91.950.000
2018-03-11T00:00:00Z;86.860.000
2018-03-11T01:00:00Z;83.140.000
2018-03-11T02:00:00Z;80.390.000
2018-03-11T03:00:00Z;79.400.000
2018-03-11T04:00:00Z;81.650.000
2018-03-11T05:00:00Z;82.950.000
2018-03-11T06:00:00Z;83.390.000
2018-03-11T07:00:00Z;88.030.000
2018-03-11T08:00:00Z;93.750.000
2018-03-11T09:00:00Z;96.940.000
2018-03-11T10:00:00Z;98.970.000
2018-03-11T11:00:00Z;100.130.000
2018-03-11T12:00:00Z;95.610.000
2018-03-11T13:00:00Z;93.120.000
2018-03-11T14:00:00Z;91.020.000
2018-03-11T15:00:00Z;88.920.000
2018-03-11T16:00:00Z;91.890.000
2018-03-11T17:00:00Z;97.590.000
2018-03-11T18:00:00Z;103.890.000
2018-03-11T19:00:00Z;99.560.000
2018-03-11T20:00:00Z;93.850.000
2018-03-11T21:00:00Z;93.590.000
2018-03-11T22:00:00Z;92.940.000
2018-03-11T23:00:00Z;88.510.000
2018-03-12T00:00:00Z;84.820.000
2018-03-12T01:00:00Z;81.990.000
2018-03-12T02:00:00Z;81.980.000
2018-03-12T03:00:00Z;82.810.000
2018-03-12T04:00:00Z;88.730.000
2018-03-12T05:00:00Z;101.520.000
2018-03-12T06:00:00Z;108.900.000
2018-03-12T07:00:00Z;110.790.000
2018-03-12T08:00:00Z;112.960.000
2018-03-12T09:00:00Z;111.560.000
2018-03-12T10:00:00Z;113.300.000
2018-03-12T11:00:00Z;112.540.000
2018-03-12T12:00:00Z;112.550.000
2018-03-12T13:00:00Z;111.880.000
2018-03-12T14:00:00Z;109.050.000
2018-03-12T15:00:00Z;109.210.000
2018-03-12T16:00:00Z;110.450.000
2018-03-12T17:00:00Z;114.170.000
2018-03-12T18:00:00Z;115.900.000
2018-03-12T19:00:00Z;108.860.000
2018-03-12T20:00:00Z;102.170.000
2018-03-12T21:00:00Z;102.020.000
2018-03-12T22:00:00Z;100.600.000
2018-03-12T23:00:00Z;93.940.000
2018-03-13T00:00:00Z;89.610.000
2018-03-13T01:00:00Z;86.900.000
2018-03-13T02:00:00Z;85.880.000
2018-03-13T03:00:00Z;87.760.000
2018-03-13T04:00:00Z;92.940.000
2018-03-13T05:00:00Z;104.230.000
2018-03-13T06:00:00Z;111.880.000
2018-03-13T07:00:00Z;115.800.000
2018-03-13T08:00:00Z;118.880.000
2018-03-13T09:00:00Z;119.220.000
2018-03-13T10:00:00Z;120.500.000
2018-03-13T11:00:00Z;118.400.000
2018-03-13T12:00:00Z;119.080.000
2018-03-13T13:00:00Z;117.780.000
2018-03-13T14:00:00Z;118.340.000
2018-03-13T15:00:00Z;117.310.000
2018-03-13T16:00:00Z;118.320.000
2018-03-13T17:00:00Z;119.530.000
2018-03-13T18:00:00Z;120.030.000
2018-03-13T19:00:00Z;115.100.000
2018-03-13T20:00:00Z;108.170.000
2018-03-13T21:00:00Z;108.330.000
2018-03-13T22:00:00Z;106.710.000
2018-03-13T23:00:00Z;101.420.000
2018-03-14T00:00:00Z;97.100.000
2018-03-14T01:00:00Z;93.930.000
2018-03-14T02:00:00Z;92.940.000
2018-03-14T03:00:00Z;94.640.000
2018-03-14T04:00:00Z;98.480.000
2018-03-14T05:00:00Z;109.070.000
2018-03-14T06:00:00Z;114.560.000
2018-03-14T07:00:00Z;116.200.000
2018-03-14T08:00:00Z;116.450.000
2018-03-14T09:00:00Z;114.710.000
2018-03-14T10:00:00Z;114.830.000
2018-03-14T11:00:00Z;112.740.000
2018-03-14T12:00:00Z;112.340.000
2018-03-14T13:00:00Z;110.820.000
2018-03-14T14:00:00Z;109.860.000
2018-03-14T15:00:00Z;109.150.000
2018-03-14T16:00:00Z;109.360.000
2018-03-14T17:00:00Z;112.140.000
2018-03-14T18:00:00Z;115.380.000
2018-03-14T19:00:00Z;110.670.000
2018-03-14T20:00:00Z;105.700.000
2018-03-14T21:00:00Z;104.370.000
2018-03-14T22:00:00Z;103.000.000
2018-03-14T23:00:00Z;95.710.000
2018-03-15T00:00:00Z;90.060.000
2018-03-15T01:00:00Z;87.680.000
2018-03-15T02:00:00Z;87.090.000
2018-03-15T03:00:00Z;88.450.000
2018-03-15T04:00:00Z;93.100.000
2018-03-15T05:00:00Z;103.240.000
2018-03-15T06:00:00Z;110.830.000
2018-03-15T07:00:00Z;114.370.000
2018-03-15T08:00:00Z;116.800.000
2018-03-15T09:00:00Z;118.180.000
