utc_timestamp;BE_load_actual_entsoe_transparency
2015-09-21T07:00:00Z;107.920.000
2015-09-21T08:00:00Z;108.770.000
2015-09-21T09:00:00Z;109.710.000
2015-09-21T10:00:00Z;107.510.000
2015-09-21T11:00:00Z;107.740.000
2015-09-21T12:00:00Z;105.930.000
2015-09-21T13:00:00Z;104.640.000
2015-09-21T14:00:00Z;104.200.000
2015-09-21T15:00:00Z;107.000.000
2015-09-21T16:00:00Z;107.410.000
2015-09-21T17:00:00Z;107.610.000
2015-09-21T18:00:00Z;107.450.000
2015-09-21T19:00:00Z;101.050.000
2015-09-21T20:00:00Z;98.830.000
2015-09-21T21:00:00Z;94.880.000
2015-09-21T22:00:00Z;87.850.000
2015-09-21T23:00:00Z;83.480.000
2015-09-22T00:00:00Z;80.480.000
2015-09-22T01:00:00Z;79.500.000
2015-09-22T02:00:00Z;80.450.000
2015-09-22T03:00:00Z;84.390.000
2015-09-22T04:00:00Z;95.820.000
2015-09-22T05:00:00Z;104.760.000
2015-09-22T06:00:00Z;107.440.000
2015-09-22T07:00:00Z;110.110.000
2015-09-22T08:00:00Z;112.180.000
2015-09-22T09:00:00Z;114.870.000
2015-09-22T10:00:00Z;111.440.000
2015-09-22T11:00:00Z;110.120.000
2015-09-22T12:00:00Z;109.360.000
2015-09-22T13:00:00Z;110.330.000
2015-09-22T14:00:00Z;108.570.000
2015-09-22T15:00:00Z;108.520.000
2015-09-22T16:00:00Z;107.970.000
2015-09-22T17:00:00Z;107.750.000
2015-09-22T18:00:00Z;108.230.000
2015-09-22T19:00:00Z;102.060.000
2015-09-22T20:00:00Z;99.920.000
2015-09-22T21:00:00Z;95.660.000
2015-09-22T22:00:00Z;88.590.000
2015-09-22T23:00:00Z;84.720.000
2015-09-23T00:00:00Z;81.380.000
2015-09-23T01:00:00Z;80.760.000
2015-09-23T02:00:00Z;80.880.000
2015-09-23T03:00:00Z;85.800.000
2015-09-23T04:00:00Z;97.060.000
2015-09-23T05:00:00Z;107.230.000
2015-09-23T06:00:00Z;110.390.000
2015-09-23T07:00:00Z;113.530.000
2015-09-23T08:00:00Z;115.290.000
2015-09-23T09:00:00Z;116.690.000
2015-09-23T10:00:00Z;113.840.000
2015-09-23T11:00:00Z;112.640.000
2015-09-23T12:00:00Z;112.010.000
2015-09-23T13:00:00Z;109.770.000
2015-09-23T14:00:00Z;109.520.000
2015-09-23T15:00:00Z;109.620.000
2015-09-23T16:00:00Z;109.250.000
2015-09-23T17:00:00Z;108.740.000
2015-09-23T18:00:00Z;110.090.000
2015-09-23T19:00:00Z;103.680.000
2015-09-23T20:00:00Z;100.840.000
2015-09-23T21:00:00Z;96.220.000
2015-09-23T22:00:00Z;88.950.000
2015-09-23T23:00:00Z;84.030.000
2015-09-24T00:00:00Z;81.190.000
2015-09-24T01:00:00Z;80.080.000
2015-09-24T02:00:00Z;81.290.000
2015-09-24T03:00:00Z;85.690.000
2015-09-24T04:00:00Z;97.450.000
2015-09-24T05:00:00Z;107.940.000
2015-09-24T06:00:00Z;111.230.000
2015-09-24T07:00:00Z;113.210.000
2015-09-24T08:00:00Z;112.580.000
2015-09-24T09:00:00Z;113.720.000
2015-09-24T10:00:00Z;111.600.000
2015-09-24T11:00:00Z;111.490.000
2015-09-24T12:00:00Z;110.290.000
2015-09-24T13:00:00Z;109.520.000
2015-09-24T14:00:00Z;109.780.000
2015-09-24T15:00:00Z;111.390.000
2015-09-24T16:00:00Z;111.150.000
2015-09-24T17:00:00Z;109.540.000
2015-09-24T18:00:00Z;109.480.000
2015-09-24T19:00:00Z;103.160.000
2015-09-24T20:00:00Z;101.040.000
2015-09-24T21:00:00Z;97.200.000
2015-09-24T22:00:00Z;89.610.000
2015-09-24T23:00:00Z;84.670.000
2015-09-25T00:00:00Z;81.950.000
2015-09-25T01:00:00Z;81.370.000
2015-09-25T02:00:00Z;82.200.000
2015-09-25T03:00:00Z;86.330.000
2015-09-25T04:00:00Z;99.040.000
2015-09-25T05:00:00Z;108.490.000
2015-09-25T06:00:00Z;110.570.000
2015-09-25T07:00:00Z;113.930.000
2015-09-25T08:00:00Z;113.820.000
2015-09-25T09:00:00Z;114.870.000
2015-09-25T10:00:00Z;111.380.000
2015-09-25T11:00:00Z;110.780.000
2015-09-25T12:00:00Z;108.920.000
2015-09-25T13:00:00Z;106.610.000
2015-09-25T14:00:00Z;105.950.000
2015-09-25T15:00:00Z;105.970.000
2015-09-25T16:00:00Z;104.840.000
2015-09-25T17:00:00Z;104.170.000
2015-09-25T18:00:00Z;106.360.000
2015-09-25T19:00:00Z;101.160.000
2015-09-25T20:00:00Z;99.680.000
2015-09-25T21:00:00Z;97.020.000
2015-09-25T22:00:00Z;90.220.000
2015-09-25T23:00:00Z;85.100.000
2015-09-26T00:00:00Z;81.700.000
2015-09-26T01:00:00Z;79.440.000
2015-09-26T02:00:00Z;79.550.000
2015-09-26T03:00:00Z;80.050.000
2015-09-26T04:00:00Z;84.380.000
2015-09-26T05:00:00Z;88.200.000
2015-09-26T06:00:00Z;92.940.000
2015-09-26T07:00:00Z;98.490.000
2015-09-26T08:00:00Z;100.220.000
2015-09-26T09:00:00Z;101.330.000
2015-09-26T10:00:00Z;99.170.000
2015-09-26T11:00:00Z;97.510.000
2015-09-26T12:00:00Z;95.730.000
2015-09-26T13:00:00Z;94.700.000
2015-09-26T14:00:00Z;93.890.000
2015-09-26T15:00:00Z;93.720.000
2015-09-26T16:00:00Z;95.380.000
2015-09-26T17:00:00Z;96.840.000
2015-09-26T18:00:00Z;97.760.000
2015-09-26T19:00:00Z;93.860.000
2015-09-26T20:00:00Z;91.430.000
2015-09-26T21:00:00Z;89.060.000
2015-09-26T22:00:00Z;84.020.000
2015-09-26T23:00:00Z;79.320.000
2015-09-27T00:00:00Z;76.390.000
2015-09-27T01:00:00Z;76.100.000
2015-09-27T02:00:00Z;75.660.000
2015-09-27T03:00:00Z;76.370.000
2015-09-27T04:00:00Z;79.090.000
2015-09-27T05:00:00Z;80.050.000
2015-09-27T06:00:00Z;83.920.000
2015-09-27T07:00:00Z;89.430.000
2015-09-27T08:00:00Z;92.690.000
2015-09-27T09:00:00Z;93.570.000
2015-09-27T10:00:00Z;94.590.000
2015-09-27T11:00:00Z;91.260.000
2015-09-27T12:00:00Z;88.520.000
2015-09-27T13:00:00Z;86.510.000
2015-09-27T14:00:00Z;86.140.000
2015-09-27T15:00:00Z;87.640.000
2015-09-27T16:00:00Z;90.990.000
2015-09-27T17:00:00Z;95.400.000
2015-09-27T18:00:00Z;98.880.000
2015-09-27T19:00:00Z;94.580.000
2015-09-27T20:00:00Z;92.880.000
2015-09-27T21:00:00Z;88.950.000
2015-09-27T22:00:00Z;82.190.000
2015-09-27T23:00:00Z;79.080.000
2015-09-28T00:00:00Z;76.330.000
2015-09-28T01:00:00Z;75.810.000
2015-09-28T02:00:00Z;77.560.000
2015-09-28T03:00:00Z;84.100.000
2015-09-28T04:00:00Z;96.750.000
2015-09-28T05:00:00Z;107.100.000
2015-09-28T06:00:00Z;110.040.000
2015-09-28T07:00:00Z;112.010.000
2015-09-28T08:00:00Z;112.940.000
2015-09-28T09:00:00Z;114.690.000
2015-09-28T10:00:00Z;110.910.000
2015-09-28T11:00:00Z;111.220.000
2015-09-28T12:00:00Z;109.430.000
2015-09-28T13:00:00Z;107.950.000
2015-09-28T14:00:00Z;108.050.000
2015-09-28T15:00:00Z;108.860.000
2015-09-28T16:00:00Z;109.010.000
2015-09-28T17:00:00Z;110.450.000
2015-09-28T18:00:00Z;110.130.000
2015-09-28T19:00:00Z;104.110.000
2015-09-28T20:00:00Z;101.840.000
2015-09-28T21:00:00Z;97.660.000
2015-09-28T22:00:00Z;90.380.000
2015-09-28T23:00:00Z;85.930.000
2015-09-29T00:00:00Z;83.690.000
2015-09-29T01:00:00Z;82.130.000
2015-09-29T02:00:00Z;82.990.000
2015-09-29T03:00:00Z;87.550.000
2015-09-29T04:00:00Z;99.300.000
2015-09-29T05:00:00Z;108.870.000
2015-09-29T06:00:00Z;110.810.000
2015-09-29T07:00:00Z;113.650.000
2015-09-29T08:00:00Z;113.900.000
2015-09-29T09:00:00Z;113.610.000
2015-09-29T10:00:00Z;110.830.000
2015-09-29T11:00:00Z;109.970.000
2015-09-29T12:00:00Z;108.880.000
2015-09-29T13:00:00Z;107.710.000
2015-09-29T14:00:00Z;106.910.000
2015-09-29T15:00:00Z;107.230.000
2015-09-29T16:00:00Z;108.060.000
2015-09-29T17:00:00Z;109.510.000
2015-09-29T18:00:00Z;110.410.000
2015-09-29T19:00:00Z;105.160.000
2015-09-29T20:00:00Z;102.000.000
2015-09-29T21:00:00Z;98.010.000
2015-09-29T22:00:00Z;90.820.000
2015-09-29T23:00:00Z;85.830.000
2015-09-30T00:00:00Z;83.180.000
2015-09-30T01:00:00Z;81.860.000
2015-09-30T02:00:00Z;82.640.000
2015-09-30T03:00:00Z;86.030.000
2015-09-30T04:00:00Z;98.290.000
2015-09-30T05:00:00Z;107.390.000
2015-09-30T06:00:00Z;110.070.000
2015-09-30T07:00:00Z;113.200.000
2015-09-30T08:00:00Z;113.630.000
2015-09-30T09:00:00Z;114.330.000
2015-09-30T10:00:00Z;111.070.000
2015-09-30T11:00:00Z;110.430.000
2015-09-30T12:00:00Z;108.850.000
2015-09-30T13:00:00Z;106.770.000
2015-09-30T14:00:00Z;105.210.000
2015-09-30T15:00:00Z;105.620.000
2015-09-30T16:00:00Z;106.880.000
2015-09-30T17:00:00Z;109.060.000
2015-09-30T18:00:00Z;109.020.000
2015-09-30T19:00:00Z;102.890.000
2015-09-30T20:00:00Z;100.070.000
2015-09-30T21:00:00Z;96.410.000
2015-09-30T22:00:00Z;88.370.000
2015-09-30T23:00:00Z;84.180.000
2015-10-01T00:00:00Z;80.810.000
2015-10-01T01:00:00Z;80.190.000
2015-10-01T02:00:00Z;81.470.000
2015-10-01T03:00:00Z;86.090.000
2015-10-01T04:00:00Z;97.750.000
2015-10-01T05:00:00Z;107.550.000
2015-10-01T06:00:00Z;109.640.000
2015-10-01T07:00:00Z;112.420.000
2015-10-01T08:00:00Z;112.930.000
2015-10-01T09:00:00Z;112.960.000
2015-10-01T10:00:00Z;109.800.000
2015-10-01T11:00:00Z;107.730.000
2015-10-01T12:00:00Z;106.380.000
2015-10-01T13:00:00Z;106.340.000
2015-10-01T14:00:00Z;105.260.000
2015-10-01T15:00:00Z;107.220.000
2015-10-01T16:00:00Z;107.300.000
2015-10-01T17:00:00Z;109.490.000
2015-10-01T18:00:00Z;109.350.000
2015-10-01T19:00:00Z;102.320.000
2015-10-01T20:00:00Z;101.420.000
2015-10-01T21:00:00Z;98.150.000
2015-10-01T22:00:00Z;90.060.000
2015-10-01T23:00:00Z;86.320.000
2015-10-02T00:00:00Z;83.060.000
2015-10-02T01:00:00Z;82.340.000
2015-10-02T02:00:00Z;83.720.000
2015-10-02T03:00:00Z;88.040.000
2015-10-02T04:00:00Z;98.790.000
2015-10-02T05:00:00Z;109.150.000
2015-10-02T06:00:00Z;111.180.000
2015-10-02T07:00:00Z;113.530.000
2015-10-02T08:00:00Z;113.120.000
2015-10-02T09:00:00Z;113.860.000
2015-10-02T10:00:00Z;110.190.000
2015-10-02T11:00:00Z;108.400.000
2015-10-02T12:00:00Z;106.340.000
2015-10-02T13:00:00Z;105.720.000
2015-10-02T14:00:00Z;104.440.000
2015-10-02T15:00:00Z;104.700.000
2015-10-02T16:00:00Z;104.360.000
2015-10-02T17:00:00Z;106.180.000
2015-10-02T18:00:00Z;106.520.000
2015-10-02T19:00:00Z;100.030.000
2015-10-02T20:00:00Z;98.890.000
2015-10-02T21:00:00Z;96.310.000
2015-10-02T22:00:00Z;89.700.000
2015-10-02T23:00:00Z;84.690.000
2015-10-03T00:00:00Z;80.850.000
2015-10-03T01:00:00Z;78.840.000
2015-10-03T02:00:00Z;78.280.000
2015-10-03T03:00:00Z;79.240.000
2015-10-03T04:00:00Z;82.970.000
2015-10-03T05:00:00Z;86.650.000
2015-10-03T06:00:00Z;91.250.000
2015-10-03T07:00:00Z;96.130.000
2015-10-03T08:00:00Z;98.380.000
2015-10-03T09:00:00Z;99.000.000
2015-10-03T10:00:00Z;98.270.000
2015-10-03T11:00:00Z;95.680.000
2015-10-03T12:00:00Z;93.280.000
2015-10-03T13:00:00Z;89.840.000
2015-10-03T14:00:00Z;89.900.000
2015-10-03T15:00:00Z;91.570.000
2015-10-03T16:00:00Z;93.540.000
2015-10-03T17:00:00Z;97.470.000
2015-10-03T18:00:00Z;97.650.000
2015-10-03T19:00:00Z;92.190.000
2015-10-03T20:00:00Z;90.620.000
2015-10-03T21:00:00Z;89.160.000
2015-10-03T22:00:00Z;83.730.000
2015-10-03T23:00:00Z;79.130.000
2015-10-04T00:00:00Z;76.000.000
2015-10-04T01:00:00Z;74.400.000
2015-10-04T02:00:00Z;73.190.000
2015-10-04T03:00:00Z;74.630.000
2015-10-04T04:00:00Z;76.230.000
2015-10-04T05:00:00Z;78.750.000
2015-10-04T06:00:00Z;82.590.000
2015-10-04T07:00:00Z;87.990.000
2015-10-04T08:00:00Z;91.540.000
2015-10-04T09:00:00Z;94.390.000
2015-10-04T10:00:00Z;94.380.000
2015-10-04T11:00:00Z;91.400.000
2015-10-04T12:00:00Z;88.710.000
2015-10-04T13:00:00Z;86.380.000
2015-10-04T14:00:00Z;85.370.000
2015-10-04T15:00:00Z;86.580.000
2015-10-04T16:00:00Z;90.600.000
2015-10-04T17:00:00Z;96.530.000
2015-10-04T18:00:00Z;97.450.000
2015-10-04T19:00:00Z;92.300.000
2015-10-04T20:00:00Z;90.550.000
2015-10-04T21:00:00Z;87.300.000
2015-10-04T22:00:00Z;79.450.000
2015-10-04T23:00:00Z;77.030.000
2015-10-05T00:00:00Z;74.230.000
2015-10-05T01:00:00Z;74.210.000
2015-10-05T02:00:00Z;75.640.000
2015-10-05T03:00:00Z;80.270.000
2015-10-05T04:00:00Z;92.110.000
2015-10-05T05:00:00Z;103.920.000
2015-10-05T06:00:00Z;106.130.000
2015-10-05T07:00:00Z;108.840.000
2015-10-05T08:00:00Z;110.190.000
2015-10-05T09:00:00Z;111.700.000
2015-10-05T10:00:00Z;110.970.000
2015-10-05T11:00:00Z;110.130.000
2015-10-05T12:00:00Z;108.690.000
2015-10-05T13:00:00Z;108.470.000
2015-10-05T14:00:00Z;107.800.000
2015-10-05T15:00:00Z;110.010.000
2015-10-05T16:00:00Z;111.470.000
2015-10-05T17:00:00Z;112.160.000
2015-10-05T18:00:00Z;108.660.000
2015-10-05T19:00:00Z;102.640.000
2015-10-05T20:00:00Z;99.860.000
2015-10-05T21:00:00Z;96.350.000
2015-10-05T22:00:00Z;89.410.000
2015-10-05T23:00:00Z;85.110.000
2015-10-06T00:00:00Z;81.290.000
2015-10-06T01:00:00Z;80.200.000
2015-10-06T02:00:00Z;80.930.000
2015-10-06T03:00:00Z;84.830.000
2015-10-06T04:00:00Z;96.540.000
2015-10-06T05:00:00Z;108.570.000
2015-10-06T06:00:00Z;109.960.000
2015-10-06T07:00:00Z;112.130.000
2015-10-06T08:00:00Z;112.970.000
2015-10-06T09:00:00Z;114.340.000
2015-10-06T10:00:00Z;111.810.000
2015-10-06T11:00:00Z;111.580.000
2015-10-06T12:00:00Z;109.780.000
2015-10-06T13:00:00Z;108.720.000
2015-10-06T14:00:00Z;107.320.000
2015-10-06T15:00:00Z;107.450.000
2015-10-06T16:00:00Z;107.320.000
2015-10-06T17:00:00Z;109.800.000
2015-10-06T18:00:00Z;108.260.000
2015-10-06T19:00:00Z;102.040.000
2015-10-06T20:00:00Z;99.520.000
2015-10-06T21:00:00Z;95.830.000
2015-10-06T22:00:00Z;88.920.000
2015-10-06T23:00:00Z;83.760.000
2015-10-07T00:00:00Z;80.800.000
2015-10-07T01:00:00Z;79.630.000
2015-10-07T02:00:00Z;79.950.000
2015-10-07T03:00:00Z;84.830.000
2015-10-07T04:00:00Z;93.920.000
2015-10-07T05:00:00Z;105.750.000
2015-10-07T06:00:00Z;107.670.000
2015-10-07T07:00:00Z;110.970.000
2015-10-07T08:00:00Z;111.520.000
2015-10-07T09:00:00Z;113.820.000
2015-10-07T10:00:00Z;111.880.000
2015-10-07T11:00:00Z;110.320.000
2015-10-07T12:00:00Z;108.560.000
2015-10-07T13:00:00Z;108.490.000
2015-10-07T14:00:00Z;107.520.000
2015-10-07T15:00:00Z;108.660.000
2015-10-07T16:00:00Z;109.480.000
2015-10-07T17:00:00Z;111.110.000
2015-10-07T18:00:00Z;107.580.000
2015-10-07T19:00:00Z;100.570.000
2015-10-07T20:00:00Z;99.090.000
2015-10-07T21:00:00Z;96.540.000
2015-10-07T22:00:00Z;89.210.000
2015-10-07T23:00:00Z;85.040.000
2015-10-08T00:00:00Z;81.900.000
2015-10-08T01:00:00Z;81.030.000
2015-10-08T02:00:00Z;82.400.000
2015-10-08T03:00:00Z;86.920.000
2015-10-08T04:00:00Z;98.750.000
2015-10-08T05:00:00Z;110.730.000
2015-10-08T06:00:00Z;112.270.000
2015-10-08T07:00:00Z;113.240.000
2015-10-08T08:00:00Z;113.630.000
2015-10-08T09:00:00Z;114.600.000
2015-10-08T10:00:00Z;111.610.000
2015-10-08T11:00:00Z;111.410.000
2015-10-08T12:00:00Z;110.080.000
2015-10-08T13:00:00Z;108.580.000
2015-10-08T14:00:00Z;106.830.000
2015-10-08T15:00:00Z;108.880.000
2015-10-08T16:00:00Z;109.930.000
2015-10-08T17:00:00Z;111.910.000
2015-10-08T18:00:00Z;109.610.000
2015-10-08T19:00:00Z;103.780.000
2015-10-08T20:00:00Z;102.040.000
2015-10-08T21:00:00Z;98.210.000
2015-10-08T22:00:00Z;90.710.000
2015-10-08T23:00:00Z;84.920.000
2015-10-09T00:00:00Z;82.230.000
2015-10-09T01:00:00Z;81.810.000
2015-10-09T02:00:00Z;82.280.000
2015-10-09T03:00:00Z;86.690.000
2015-10-09T04:00:00Z;98.190.000
2015-10-09T05:00:00Z;107.800.000
2015-10-09T06:00:00Z;108.790.000
2015-10-09T07:00:00Z;111.250.000
2015-10-09T08:00:00Z;112.150.000
2015-10-09T09:00:00Z;112.680.000
2015-10-09T10:00:00Z;109.910.000
2015-10-09T11:00:00Z;109.060.000
2015-10-09T12:00:00Z;107.120.000
2015-10-09T13:00:00Z;104.990.000
2015-10-09T14:00:00Z;103.820.000
2015-10-09T15:00:00Z;103.120.000
2015-10-09T16:00:00Z;103.820.000
2015-10-09T17:00:00Z;107.870.000
2015-10-09T18:00:00Z;104.490.000
2015-10-09T19:00:00Z;99.430.000
2015-10-09T20:00:00Z;99.180.000
2015-10-09T21:00:00Z;96.430.000
2015-10-09T22:00:00Z;89.010.000
2015-10-09T23:00:00Z;83.330.000
2015-10-10T00:00:00Z;78.950.000
2015-10-10T01:00:00Z;76.220.000
2015-10-10T02:00:00Z;75.950.000
2015-10-10T03:00:00Z;76.610.000
2015-10-10T04:00:00Z;79.350.000
2015-10-10T05:00:00Z;83.340.000
2015-10-10T06:00:00Z;88.180.000
2015-10-10T07:00:00Z;94.700.000
2015-10-10T08:00:00Z;96.680.000
2015-10-10T09:00:00Z;98.370.000
2015-10-10T10:00:00Z;98.670.000
2015-10-10T11:00:00Z;96.970.000
2015-10-10T12:00:00Z;94.670.000
2015-10-10T13:00:00Z;93.140.000
2015-10-10T14:00:00Z;92.380.000
2015-10-10T15:00:00Z;94.490.000
2015-10-10T16:00:00Z;97.420.000
2015-10-10T17:00:00Z;100.180.000
2015-10-10T18:00:00Z;96.000.000
2015-10-10T19:00:00Z;90.960.000
2015-10-10T20:00:00Z;90.200.000
2015-10-10T21:00:00Z;87.980.000
2015-10-10T22:00:00Z;83.190.000
2015-10-10T23:00:00Z;79.430.000
2015-10-11T00:00:00Z;75.380.000
2015-10-11T01:00:00Z;72.870.000
2015-10-11T02:00:00Z;73.400.000
2015-10-11T03:00:00Z;74.210.000
2015-10-11T04:00:00Z;76.540.000
2015-10-11T05:00:00Z;78.750.000
2015-10-11T06:00:00Z;82.400.000
2015-10-11T07:00:00Z;87.550.000
2015-10-11T08:00:00Z;91.000.000
2015-10-11T09:00:00Z;93.820.000
2015-10-11T10:00:00Z;93.110.000
2015-10-11T11:00:00Z;88.640.000
2015-10-11T12:00:00Z;85.500.000
2015-10-11T13:00:00Z;83.590.000
2015-10-11T14:00:00Z;82.740.000
2015-10-11T15:00:00Z;85.280.000
2015-10-11T16:00:00Z;90.700.000
2015-10-11T17:00:00Z;97.590.000
2015-10-11T18:00:00Z;96.780.000
2015-10-11T19:00:00Z;92.270.000
2015-10-11T20:00:00Z;89.190.000
2015-10-11T21:00:00Z;87.630.000
2015-10-11T22:00:00Z;81.320.000
2015-10-11T23:00:00Z;77.630.000
2015-10-12T00:00:00Z;74.900.000
2015-10-12T01:00:00Z;74.360.000
2015-10-12T02:00:00Z;75.850.000
2015-10-12T03:00:00Z;81.900.000
2015-10-12T04:00:00Z;94.480.000
2015-10-12T05:00:00Z;106.490.000
2015-10-12T06:00:00Z;108.390.000
2015-10-12T07:00:00Z;111.240.000
2015-10-12T08:00:00Z;112.610.000
2015-10-12T09:00:00Z;113.460.000
2015-10-12T10:00:00Z;109.960.000
2015-10-12T11:00:00Z;108.910.000
2015-10-12T12:00:00Z;107.270.000
2015-10-12T13:00:00Z;106.000.000
2015-10-12T14:00:00Z;104.920.000
2015-10-12T15:00:00Z;106.050.000
2015-10-12T16:00:00Z;107.930.000
2015-10-12T17:00:00Z;112.180.000
2015-10-12T18:00:00Z;108.650.000
2015-10-12T19:00:00Z;102.310.000
2015-10-12T20:00:00Z;101.070.000
2015-10-12T21:00:00Z;98.610.000
2015-10-12T22:00:00Z;92.180.000
2015-10-12T23:00:00Z;87.070.000
2015-10-13T00:00:00Z;84.020.000
2015-10-13T01:00:00Z;81.850.000
2015-10-13T02:00:00Z;82.960.000
2015-10-13T03:00:00Z;88.190.000
2015-10-13T04:00:00Z;100.960.000
2015-10-13T05:00:00Z;112.420.000
2015-10-13T06:00:00Z;113.550.000
2015-10-13T07:00:00Z;115.440.000
2015-10-13T08:00:00Z;116.280.000
2015-10-13T09:00:00Z;117.590.000
2015-10-13T10:00:00Z;114.810.000
2015-10-13T11:00:00Z;114.040.000
2015-10-13T12:00:00Z;112.990.000
2015-10-13T13:00:00Z;111.550.000
2015-10-13T14:00:00Z;111.590.000
2015-10-13T15:00:00Z;114.540.000
2015-10-13T16:00:00Z;116.460.000
2015-10-13T17:00:00Z;117.000.000
2015-10-13T18:00:00Z;112.130.000
2015-10-13T19:00:00Z;106.660.000
2015-10-13T20:00:00Z;105.050.000
2015-10-13T21:00:00Z;103.280.000
2015-10-13T22:00:00Z;96.180.000
2015-10-13T23:00:00Z;90.770.000
2015-10-14T00:00:00Z;86.530.000
2015-10-14T01:00:00Z;85.490.000
2015-10-14T02:00:00Z;86.310.000
2015-10-14T03:00:00Z;90.430.000
2015-10-14T04:00:00Z;102.660.000
2015-10-14T05:00:00Z;113.510.000
2015-10-14T06:00:00Z;114.580.000
2015-10-14T07:00:00Z;116.780.000
2015-10-14T08:00:00Z;118.550.000
2015-10-14T09:00:00Z;119.640.000
2015-10-14T10:00:00Z;117.030.000
2015-10-14T11:00:00Z;117.640.000
2015-10-14T12:00:00Z;116.230.000
2015-10-14T13:00:00Z;114.570.000
2015-10-14T14:00:00Z;112.150.000
2015-10-14T15:00:00Z;115.510.000
2015-10-14T16:00:00Z;117.490.000
2015-10-14T17:00:00Z;118.590.000
2015-10-14T18:00:00Z;113.140.000
2015-10-14T19:00:00Z;107.170.000
2015-10-14T20:00:00Z;107.240.000
2015-10-14T21:00:00Z;104.920.000
2015-10-14T22:00:00Z;98.170.000
2015-10-14T23:00:00Z;92.200.000
2015-10-15T00:00:00Z;88.060.000
2015-10-15T01:00:00Z;86.900.000
2015-10-15T02:00:00Z;87.580.000
2015-10-15T03:00:00Z;91.220.000
2015-10-15T04:00:00Z;103.480.000
2015-10-15T05:00:00Z;113.160.000
2015-10-15T06:00:00Z;114.640.000
2015-10-15T07:00:00Z;117.130.000
2015-10-15T08:00:00Z;116.830.000
2015-10-15T09:00:00Z;117.670.000
2015-10-15T10:00:00Z;114.920.000
2015-10-15T11:00:00Z;114.880.000
2015-10-15T12:00:00Z;115.340.000
2015-10-15T13:00:00Z;115.060.000
2015-10-15T14:00:00Z;113.690.000
2015-10-15T15:00:00Z;115.520.000
2015-10-15T16:00:00Z;116.310.000
2015-10-15T17:00:00Z;115.350.000
2015-10-15T18:00:00Z;110.150.000
2015-10-15T19:00:00Z;105.200.000
2015-10-15T20:00:00Z;105.970.000
2015-10-15T21:00:00Z;104.190.000
2015-10-15T22:00:00Z;97.330.000
2015-10-15T23:00:00Z;91.940.000
2015-10-16T00:00:00Z;88.880.000
2015-10-16T01:00:00Z;87.800.000
2015-10-16T02:00:00Z;88.220.000
2015-10-16T03:00:00Z;92.980.000
2015-10-16T04:00:00Z;103.980.000
2015-10-16T05:00:00Z;114.070.000
2015-10-16T06:00:00Z;114.900.000
2015-10-16T07:00:00Z;116.480.000
2015-10-16T08:00:00Z;117.150.000
2015-10-16T09:00:00Z;116.990.000
2015-10-16T10:00:00Z;115.250.000
2015-10-16T11:00:00Z;114.580.000
2015-10-16T12:00:00Z;111.900.000
2015-10-16T13:00:00Z;110.370.000
2015-10-16T14:00:00Z;109.850.000
2015-10-16T15:00:00Z;112.170.000
2015-10-16T16:00:00Z;112.900.000
2015-10-16T17:00:00Z;112.800.000
2015-10-16T18:00:00Z;107.860.000
2015-10-16T19:00:00Z;103.090.000
2015-10-16T20:00:00Z;105.320.000
2015-10-16T21:00:00Z;104.220.000
2015-10-16T22:00:00Z;97.440.000
2015-10-16T23:00:00Z;90.360.000
2015-10-17T00:00:00Z;85.220.000
2015-10-17T01:00:00Z;83.800.000
2015-10-17T02:00:00Z;82.870.000
2015-10-17T03:00:00Z;83.380.000
2015-10-17T04:00:00Z;86.150.000
2015-10-17T05:00:00Z;90.030.000
2015-10-17T06:00:00Z;95.410.000
2015-10-17T07:00:00Z;101.580.000
2015-10-17T08:00:00Z;104.440.000
2015-10-17T09:00:00Z;106.090.000
2015-10-17T10:00:00Z;105.620.000
2015-10-17T11:00:00Z;104.150.000
2015-10-17T12:00:00Z;101.170.000
2015-10-17T13:00:00Z;99.570.000
2015-10-17T14:00:00Z;98.380.000
2015-10-17T15:00:00Z;99.970.000
2015-10-17T16:00:00Z;103.070.000
2015-10-17T17:00:00Z;104.760.000
2015-10-17T18:00:00Z;100.530.000
2015-10-17T19:00:00Z;95.430.000
2015-10-17T20:00:00Z;94.760.000
2015-10-17T21:00:00Z;95.130.000
2015-10-17T22:00:00Z;88.860.000
2015-10-17T23:00:00Z;84.390.000
2015-10-18T00:00:00Z;80.580.000
2015-10-18T01:00:00Z;78.110.000
2015-10-18T02:00:00Z;77.710.000
2015-10-18T03:00:00Z;78.330.000
2015-10-18T04:00:00Z;80.280.000
2015-10-18T05:00:00Z;82.390.000
2015-10-18T06:00:00Z;85.480.000
2015-10-18T07:00:00Z;91.300.000
2015-10-18T08:00:00Z;95.200.000
2015-10-18T09:00:00Z;97.640.000
2015-10-18T10:00:00Z;97.890.000
2015-10-18T11:00:00Z;94.650.000
2015-10-18T12:00:00Z;91.060.000
2015-10-18T13:00:00Z;89.570.000
2015-10-18T14:00:00Z;88.440.000
2015-10-18T15:00:00Z;92.510.000
2015-10-18T16:00:00Z;98.140.000
2015-10-18T17:00:00Z;103.190.000
2015-10-18T18:00:00Z;99.700.000
2015-10-18T19:00:00Z;95.340.000
2015-10-18T20:00:00Z;94.980.000
2015-10-18T21:00:00Z;93.560.000
2015-10-18T22:00:00Z;86.530.000
2015-10-18T23:00:00Z;81.230.000
